date,n_stocks,n_top,n_bottom,top_avg_realized_return,all_avg_realized_return,bottom_avg_realized_return,top_minus_all,all_minus_bottom,top_minus_bottom,top_gt_all,bottom_lt_all,top_gt_bottom
2025-01-31,92,18,18,0.027194395713094198,0.00732919488750075,0.01333987221328749,0.019865200825593447,-0.0060106773257867395,0.013854523499806709,1.0,0.0,1.0
2025-02-28,92,18,18,-0.041267532596571566,-0.0334010133405884,-0.02980359788570136,-0.007866519255983168,-0.0035974154548870374,-0.011463934710870205,0.0,0.0,0.0
2025-03-31,92,18,18,0.02818532989153429,0.02435903222699972,0.0012392432221935983,0.003826297664534569,0.023119789004806122,0.02694608666934069,1.0,1.0,1.0
2025-04-30,92,18,18,0.06213420893376071,0.0553194107449836,0.058595864153984496,0.006814798188777109,-0.0032764534090008943,0.0035383447797762146,1.0,0.0,1.0
2025-05-31,90,18,18,0.01369923091907467,0.01587427999022313,0.0037755313290593565,-0.0021750490711484605,0.012098748661163774,0.009923699590015314,0.0,1.0,1.0
2025-06-30,91,18,18,0.0106453862455156,0.022522740742795477,0.0037122267692918953,-0.011877354497279877,0.01881051397350358,0.006933159476223706,0.0,1.0,1.0
2025-07-31,91,18,18,-0.0004640859616402937,-0.001536174165596667,-0.010254338280194333,0.0010720882039563732,0.008718164114597665,0.00979025231855404,1.0,1.0,1.0
2025-08-31,91,18,18,0.028489555963056374,0.029669982320398778,0.03808112202871898,-0.001180426357342404,-0.008411139708320203,-0.009591566065662607,0.0,0.0,0.0
2025-09-30,93,18,18,0.03197707851520839,0.02975470921486584,0.018292014828249287,0.002222369300342548,0.011462694386616554,0.013685063686959101,1.0,1.0,1.0
2025-10-31,93,18,18,0.005934891158378596,-0.010293075968185935,0.02317468299426965,0.016227967126564533,-0.03346775896245559,-0.017239791835891055,1.0,0.0,0.0
2025-11-30,93,18,18,0.01709359150845559,0.020657136690207016,0.022246180651968143,-0.0035635451817514277,-0.0015890439617611274,-0.005152589143512555,0.0,0.0,0.0
