model,split,cumulative_return,annualized_return,annualized_volatility,max_drawdown,sharpe_ratio,avg_turnover,median_turnover,max_turnover
XGBoost daily,train_2015_2024,68.66708508378123,0.5286313566461918,0.20339354028692871,-0.20393558186163685,2.2166163429357773,0.6422018348623854,0.65,0.95
XGBoost daily,test_2025,0.3018999444749204,0.3018999444749204,0.12577309557625552,-0.04783084183803099,2.17678311852239,0.492822966507177,0.5263157894736842,0.6842105263157895
XGBoost daily_ohlcv,train_2015_2024,94.13093703276814,0.5770017579435445,0.19636079794894826,-0.17361631871433636,2.4534603201927645,0.6252293577981654,0.65,0.95
XGBoost daily_ohlcv,test_2025,0.29027117589985796,0.29027117589985796,0.12028001163665636,-0.04969014927833626,2.195510446661471,0.5167464114832535,0.5263157894736842,0.7368421052631579
