,importance
ret_5d,0.18987840686471574
dist_252d_high,0.10740557357395425
ret_252d,0.1073533107012762
vol_20d,0.0743622900062134
vol_120d,0.07006134148361763
drawdown_60d,0.06638025597519034
ret_20d,0.0652517505242413
ma_ratio_60_252,0.06496725102211948
rsi_14d,0.053536677977976656
ret_120d,0.0533175683477339
ma_ratio_20_60,0.05209531177208515
ret_60d,0.048697679883506644
vol_60d,0.046692581867369326
