model,split,cumulative_return,annualized_return,annualized_volatility,max_drawdown,sharpe_ratio,avg_turnover,median_turnover,max_turnover
RF daily,train_2015_2024,5.297140148439964,0.20202731269654794,0.20327771218329302,-0.260749953029898,1.0074734378857044,0.3811926605504588,0.35,0.8
RF daily,test_2025,0.35741108046839765,0.35741108046839765,0.14275822292500917,-0.037387228195302935,2.230755896353936,0.33492822966507174,0.3684210526315789,0.5789473684210527
RF daily_ohlcv,train_2015_2024,6.103098430049339,0.2165915152673723,0.20098652623858473,-0.26449328456277443,1.0775556794109724,0.3880733944954127,0.35,0.75
RF daily_ohlcv,test_2025,0.3834419306252168,0.3834419306252168,0.14571577554827034,-0.04583060426905761,2.3221320779995276,0.3014354066985646,0.3157894736842105,0.47368421052631576
