date,ticker,in_predicted_top,in_actual_top,in_predicted_bottom,in_actual_bottom,y_pred,y_true,model
2025-01-31,ENT.L,1,1,0,0,0.0309627260634822,0.0563100290816838,Ridge daily
2025-01-31,EXPN.L,0,0,0,1,-0.0019251600091534,-0.0606438670020034,Ridge daily
2025-01-31,EZJ.L,1,0,0,0,0.0177078922706766,-0.0122645825665982,Ridge daily
2025-01-31,FCIT.L,0,0,1,0,-0.0047231428098927,-0.0353536334539765,Ridge daily
2025-01-31,FRES.L,1,1,0,0,0.0172645063442219,0.0668102737249976,Ridge daily
2025-01-31,GAW.L,1,0,0,0,0.0126141490753765,-0.0178571428571429,Ridge daily
2025-01-31,GSK.L,0,0,0,0,0.0039610043666593,0.0438883479621166,Ridge daily
2025-01-31,HIK.L,0,0,1,1,-0.0074976031882576,-0.0575916314082719,Ridge daily
2025-01-31,HLMA.L,0,0,0,1,0.0023871960719074,-0.0798554115712145,Ridge daily
2025-01-31,HLN.L,0,1,0,0,-0.0015968393673467,0.0632505109862033,Ridge daily
2025-01-31,HSBA.L,0,1,1,0,-0.0038451339169725,0.1039375122663734,Ridge daily
2025-01-31,HSX.L,0,1,0,0,0.0010488155816665,0.0850869470988957,Ridge daily
2025-01-31,HWDN.L,0,0,0,1,0.0048189244235901,-0.0578915510527326,Ridge daily
2025-01-31,ICG.L,0,0,0,0,0.0059454572874595,-0.0371308941335808,Ridge daily
2025-01-31,IHG.L,0,0,0,1,0.0042667199004997,-0.0824398630977543,Ridge daily
2025-01-31,III.L,0,0,0,0,0.0028182640891701,0.0135758635080351,Ridge daily
2025-01-31,IMI.L,0,0,1,0,-0.0069145954997629,-0.0049701976269519,Ridge daily
2025-01-31,INF.L,0,0,1,0,-0.0039690790675079,-0.008541154565218,Ridge daily
2025-01-31,ITRK.L,0,0,1,0,-0.0092995675651888,0.0048923890435266,Ridge daily
2025-01-31,JD.L,1,0,0,1,0.0325382809248035,-0.1241023475545886,Ridge daily
2025-01-31,KGF.L,1,0,0,0,0.0122749838861477,0.0020308865887954,Ridge daily
2025-01-31,LAND.L,0,0,0,0,0.0057325227763607,-0.0348851328036954,Ridge daily
2025-01-31,LGEN.L,0,0,1,0,-0.005127920684857,0.0099050594695604,Ridge daily
2025-01-31,LLOY.L,0,1,1,0,-0.0040309540927187,0.1706769355219461,Ridge daily
2025-01-31,LMP.L,0,0,0,0,0.0011570505872105,4.440892098500626e-16,Ridge daily
2025-01-31,LSEG.L,0,0,0,0,-0.0012332999079351,-0.0157872754460886,Ridge daily
2025-01-31,MKS.L,1,1,0,0,0.0217252470048795,0.0565814113137008,Ridge daily
2025-01-31,MNDI.L,0,0,0,0,0.0035185758456977,-0.0277226431544853,Ridge daily
