date,ticker,in_predicted_top,in_actual_top,in_predicted_bottom,in_actual_bottom,y_pred,y_true,model
2025-05-31,IMI.L,0,1,0,0,-0.0017734461428944,0.0533199488020808,Ridge daily_ohlcv
2025-05-31,INF.L,0,0,0,0,-0.0066799550753199,0.0259739694515239,Ridge daily_ohlcv
2025-05-31,ITRK.L,0,0,0,0,-0.0072611144414014,-0.0096114258392127,Ridge daily_ohlcv
2025-05-31,JD.L,1,1,0,0,0.0110406424362064,0.0550094480578142,Ridge daily_ohlcv
2025-05-31,KGF.L,0,1,0,0,-0.004715408998275,0.0475502831977403,Ridge daily_ohlcv
2025-05-31,LAND.L,0,0,1,0,-0.0136556625900637,-0.0029652220940449,Ridge daily_ohlcv
2025-05-31,LGEN.L,0,0,0,0,-0.0021936081755073,0.0237234484864192,Ridge daily_ohlcv
2025-05-31,LLOY.L,0,0,1,0,-0.0100265914633026,-0.0064766589653973,Ridge daily_ohlcv
2025-05-31,LMP.L,0,0,1,0,-0.013637950762389,0.0089463376800309,Ridge daily_ohlcv
2025-05-31,LSEG.L,0,0,0,1,-0.0018504104626432,-0.0567627197504162,Ridge daily_ohlcv
2025-05-31,MKS.L,0,0,0,1,-0.0020781213575503,-0.0534187931425322,Ridge daily_ohlcv
2025-05-31,MNDI.L,0,0,0,0,-0.0040032124724917,-0.0132725144800966,Ridge daily_ohlcv
2025-05-31,MNG.L,0,1,1,0,-0.017284729510562,0.0857625288065346,Ridge daily_ohlcv
2025-05-31,MRO.L,0,1,0,0,0.0022258684287782,0.1339456616737475,Ridge daily_ohlcv
2025-05-31,NG.L,0,0,0,0,-0.0060716771466543,0.0143335376876159,Ridge daily_ohlcv
2025-05-31,NWG.L,0,0,0,1,-0.0058925896618059,-0.0251619745322665,Ridge daily_ohlcv
2025-05-31,NXT.L,0,0,0,1,-0.0086747559812631,-0.0330353722045974,Ridge daily_ohlcv
2025-05-31,PCT.L,0,1,0,0,0.0024505700659966,0.1133231240428791,Ridge daily_ohlcv
2025-05-31,PRU.L,0,1,0,0,0.0002546754958747,0.0802557539803843,Ridge daily_ohlcv
2025-05-31,PSH.L,1,0,0,0,0.0078561159181217,-0.0061318486257536,Ridge daily_ohlcv
2025-05-31,PSN.L,1,0,0,1,0.0080150890547769,-0.0274723492707488,Ridge daily_ohlcv
2025-05-31,PSON.L,0,0,0,1,-0.0094829969713964,-0.0802575075359124,Ridge daily_ohlcv
2025-05-31,REL.L,0,0,1,0,-0.0106459117775102,-0.0142713757803333,Ridge daily_ohlcv
2025-05-31,RIO.L,0,0,0,1,-0.0090148567265777,-0.0356655544821516,Ridge daily_ohlcv
2025-05-31,RKT.L,0,0,0,0,-0.0020229433777954,-0.0153019767329558,Ridge daily_ohlcv
2025-05-31,RMV.L,0,1,0,0,-0.0032616470575066,0.0582393781989574,Ridge daily_ohlcv
2025-05-31,RR.L,1,1,0,0,0.0140480327979312,0.1170629699996488,Ridge daily_ohlcv
2025-05-31,RTO.L,0,0,0,0,0.0029435955711366,0.0014220752262164,Ridge daily_ohlcv
2025-05-31,SBRY.L,0,0,1,0,-0.0107670903014662,0.0157635601878425,Ridge daily_ohlcv
2025-05-31,SDLF.L,0,0,1,0,-0.0095344128721356,0.0386436562159895,Ridge daily_ohlcv
2025-05-31,SDR.L,0,0,0,0,-0.0090110725749334,0.0168824194967602,Ridge daily_ohlcv
2025-05-31,SGE.L,0,0,0,0,-0.0079824819785372,0.0258408874601274,Ridge daily_ohlcv
2025-05-31,SGRO.L,0,0,0,0,-0.0052106087326881,-0.0249641613815859,Ridge daily_ohlcv
2025-05-31,SHEL.L,0,0,0,0,-0.007450747095905,0.0424574727385258,Ridge daily_ohlcv
2025-05-31,SMIN.L,0,0,1,0,-0.0183465876887483,0.0427112709107895,Ridge daily_ohlcv
2025-05-31,SMT.L,0,1,0,0,0.0036858241379143,0.0502016707336812,Ridge daily_ohlcv
2025-05-31,SPX.L,0,0,0,0,-0.0022676591343313,0.041994671490767,Ridge daily_ohlcv
2025-05-31,SSE.L,0,0,0,0,-0.007047182680768,0.0397501449573627,Ridge daily_ohlcv
2025-05-31,STAN.L,1,0,0,0,0.0057337534621829,0.0423144033609228,Ridge daily_ohlcv
2025-05-31,STJ.L,1,1,0,0,0.0120765395852691,0.06235982393108,Ridge daily_ohlcv
2025-05-31,SVT.L,0,0,0,0,-0.0068696428091442,0.0114687785778824,Ridge daily_ohlcv
2025-05-31,TSCO.L,0,0,0,0,-0.0070377118078827,0.0342782998311912,Ridge daily_ohlcv
2025-05-31,ULVR.L,0,0,0,1,-0.0090937603612153,-0.0599107818896819,Ridge daily_ohlcv
2025-05-31,UU.L,0,0,1,0,-0.0283827287772901,-0.0249042245489264,Ridge daily_ohlcv
2025-05-31,VOD.L,0,0,1,0,-0.0189082835976435,0.0119671432250623,Ridge daily_ohlcv
2025-05-31,WEIR.L,0,0,0,0,-0.0006033183887157,0.0263808254951538,Ridge daily_ohlcv
2025-05-31,WTB.L,0,0,0,0,-0.0048781452613214,-0.024533497710634,Ridge daily_ohlcv
2025-06-30,AAF.L,1,1,0,0,0.017687910264122,0.1325568471600913,Ridge daily_ohlcv
2025-06-30,AAL.L,1,0,0,0,0.0110981707955513,-0.0009300729374778,Ridge daily_ohlcv
2025-06-30,ABF.L,0,0,0,0,0.0069959025114226,0.0680271963553409,Ridge daily_ohlcv
2025-06-30,ADM.L,0,0,0,0,0.0061223524565334,0.0452599262305248,Ridge daily_ohlcv
2025-06-30,ALW.L,0,0,0,0,-0.0019584919767675,0.0474629779180832,Ridge daily_ohlcv
2025-06-30,ANTO.L,1,0,0,0,0.0165925665944869,0.0373031301281501,Ridge daily_ohlcv
2025-06-30,AUTO.L,0,0,0,0,-0.002103343967948,0.0157690655303306,Ridge daily_ohlcv
2025-06-30,AV.L,0,0,1,0,-0.0036444019883168,0.0474804798537413,Ridge daily_ohlcv
2025-06-30,AZN.L,0,1,0,0,0.008439507440284,0.1189724408525467,Ridge daily_ohlcv
2025-06-30,BA.L,1,0,0,1,0.019777632958922,-0.0437317657851256,Ridge daily_ohlcv
2025-06-30,BAB.L,1,0,0,1,0.0301870007441796,-0.0949477103665588,Ridge daily_ohlcv
2025-06-30,BARC.L,0,1,0,0,0.0037875190399589,0.1008003735589406,Ridge daily_ohlcv
2025-06-30,BATS.L,0,1,1,0,-0.0107268467265939,0.1666184590008801,Ridge daily_ohlcv
2025-06-30,BBOX.L,0,0,0,1,0.005000062807182,-0.0426830226831964,Ridge daily_ohlcv
2025-06-30,BEZ.L,0,0,0,1,0.0060453487980481,-0.0433154680089074,Ridge daily_ohlcv
2025-06-30,BKG.L,1,0,0,1,0.0136895335781492,-0.0544041450777201,Ridge daily_ohlcv
2025-06-30,BLND.L,1,0,0,1,0.0147247746570304,-0.0712007694890455,Ridge daily_ohlcv
2025-06-30,BNZL.L,0,0,0,0,0.0073651075720141,-0.0284483128783994,Ridge daily_ohlcv
2025-06-30,BRBY.L,0,1,0,0,0.0093913035717138,0.0917935702199659,Ridge daily_ohlcv
2025-06-30,BT-A.L,0,0,0,0,-0.0004019546409835,0.0689033000592707,Ridge daily_ohlcv
2025-06-30,BTRW.L,1,0,0,1,0.0125499006411138,-0.1794252949696585,Ridge daily_ohlcv
2025-06-30,CCEP.L,0,1,0,0,0.0087269877319169,0.1102831356005542,Ridge daily_ohlcv
2025-06-30,CCH.L,0,0,0,0,-0.0017935056753653,0.03732912723449,Ridge daily_ohlcv
2025-06-30,CNA.L,0,0,0,0,-0.0007713903973438,0.0188796220844404,Ridge daily_ohlcv
2025-06-30,CPG.L,0,1,0,0,0.0070691535245272,0.0802593630462606,Ridge daily_ohlcv
2025-06-30,CRDA.L,0,0,0,1,0.0079484166535335,-0.1067031408900403,Ridge daily_ohlcv
2025-06-30,CTEC.L,0,0,0,1,0.0023318086798126,-0.1907073784992794,Ridge daily_ohlcv
2025-06-30,DCC.L,0,0,0,0,0.0012208354488201,0.006768108066625,Ridge daily_ohlcv
2025-06-30,DPLM.L,0,1,1,0,-0.0078206567970613,0.1006546665282692,Ridge daily_ohlcv
2025-06-30,EDV.L,1,0,0,0,0.0165228088573823,0.0323160040405965,Ridge daily_ohlcv
2025-06-30,ENT.L,0,1,1,0,-0.0207189875139104,0.1342952334662315,Ridge daily_ohlcv
2025-06-30,EXPN.L,0,0,0,0,0.0027771936669863,0.0671641543380918,Ridge daily_ohlcv
2025-06-30,EZJ.L,0,0,1,1,-0.0043700763254188,-0.0723411814330405,Ridge daily_ohlcv
2025-06-30,FCIT.L,0,0,1,0,-0.0063290681965552,0.0632128257396287,Ridge daily_ohlcv
2025-06-30,FRES.L,1,0,0,0,0.0293019041679096,-0.0277778319419592,Ridge daily_ohlcv
2025-06-30,GAW.L,0,0,0,0,0.0052272239833286,0.0043687333570057,Ridge daily_ohlcv
2025-06-30,GSK.L,0,0,0,0,0.0036915376163349,0.0201439654059962,Ridge daily_ohlcv
2025-06-30,HIK.L,0,0,0,0,0.00417490084679,-0.0120724655124418,Ridge daily_ohlcv
2025-06-30,HLMA.L,0,0,1,0,-0.0057103019681298,0.0162946511683261,Ridge daily_ohlcv
2025-06-30,HLN.L,0,0,0,1,0.0017711698037746,-0.0397969730533886,Ridge daily_ohlcv
2025-06-30,HSBA.L,0,0,0,0,-0.0004378131650203,0.0464957806655197,Ridge daily_ohlcv
2025-06-30,HSX.L,0,0,0,0,0.0057080423180126,0.0294820259047356,Ridge daily_ohlcv
2025-06-30,HWDN.L,0,0,0,0,0.0062818643368901,0.0280373405179765,Ridge daily_ohlcv
2025-06-30,ICG.L,0,1,0,0,0.005590587402064,0.1296680539308752,Ridge daily_ohlcv
2025-06-30,IHG.L,0,0,0,0,0.0088230790384521,0.0553950034190393,Ridge daily_ohlcv
2025-06-30,III.L,0,0,0,0,0.0108261484736086,0.0075242885018993,Ridge daily_ohlcv
2025-06-30,IMB.L,0,0,0,0,0.0054477524690565,0.0267639632098861,Ridge daily_ohlcv
2025-06-30,IMI.L,0,0,0,0,-0.0027680335482981,0.06112709008339,Ridge daily_ohlcv
2025-06-30,INF.L,0,0,0,0,0.0006645330132781,0.0774385442496927,Ridge daily_ohlcv
2025-06-30,ITRK.L,0,0,0,0,0.0020412099043711,0.0421941319506471,Ridge daily_ohlcv
2025-06-30,JD.L,1,0,0,0,0.0308442997636906,-0.0369619340278547,Ridge daily_ohlcv
2025-06-30,KGF.L,0,0,0,1,0.0035669348498878,-0.0698073914041941,Ridge daily_ohlcv
2025-06-30,LAND.L,0,0,0,1,-0.0002601891870824,-0.084786045065663,Ridge daily_ohlcv
2025-06-30,LGEN.L,0,0,1,0,-0.0053583814890609,0.0086409246911616,Ridge daily_ohlcv
2025-06-30,LLOY.L,0,0,1,0,-0.0034203099745695,0.0144988597682644,Ridge daily_ohlcv
2025-06-30,LMP.L,0,0,0,1,0.0012090894629602,-0.0591133275357491,Ridge daily_ohlcv
2025-06-30,LSEG.L,1,0,0,1,0.0114300641920314,-0.1292900892944724,Ridge daily_ohlcv
2025-06-30,MKS.L,1,0,0,0,0.0122048096876716,-0.0180587008530582,Ridge daily_ohlcv
2025-06-30,MNDI.L,1,0,0,1,0.0113215812097265,-0.1361917143254539,Ridge daily_ohlcv
2025-06-30,MNG.L,0,0,1,0,-0.0063476638968896,0.0178988566358919,Ridge daily_ohlcv
2025-06-30,MRO.L,1,0,0,0,0.0151543203648672,-0.0350414842679488,Ridge daily_ohlcv
2025-06-30,NG.L,0,0,1,0,-0.0035541244323884,-0.0014130645558643,Ridge daily_ohlcv
2025-06-30,NWG.L,0,0,0,0,0.0092761517685665,0.0305045718315557,Ridge daily_ohlcv
2025-06-30,NXT.L,0,0,0,0,0.0082647135659314,-0.0103197084133983,Ridge daily_ohlcv
2025-06-30,PCT.L,0,1,1,0,-0.0083650459487318,0.1059147180192567,Ridge daily_ohlcv
2025-06-30,PRU.L,0,0,0,0,0.0064487637704604,0.0561033822379193,Ridge daily_ohlcv
2025-06-30,PSH.L,0,1,0,0,0.0033717377566355,0.0910026726723329,Ridge daily_ohlcv
2025-06-30,PSN.L,1,0,0,1,0.0170827321751236,-0.1165123762087089,Ridge daily_ohlcv
2025-06-30,PSON.L,0,0,0,0,0.0100028539572705,0.0009332747311248,Ridge daily_ohlcv
2025-06-30,REL.L,0,0,1,0,-0.0061684859890239,-0.0002540140861226,Ridge daily_ohlcv
2025-06-30,RIO.L,0,0,0,0,0.0108232195474227,0.0608950885099346,Ridge daily_ohlcv
2025-06-30,RKT.L,0,1,0,0,0.0009746124069144,0.1447023181174829,Ridge daily_ohlcv
2025-06-30,RMV.L,0,0,0,0,0.0012602709767713,0.0380420921896804,Ridge daily_ohlcv
2025-06-30,RR.L,0,1,0,0,0.0104752919415576,0.1078959018582681,Ridge daily_ohlcv
2025-06-30,RTO.L,0,0,0,0,0.0078140429492945,0.0778187977589131,Ridge daily_ohlcv
2025-06-30,SBRY.L,0,0,1,0,-0.0071252453007464,0.0469289897827194,Ridge daily_ohlcv
2025-06-30,SDLF.L,0,0,0,0,-0.0003504907282939,0.008352212753369,Ridge daily_ohlcv
2025-06-30,SDR.L,0,1,0,0,0.0080030232425478,0.081903760397243,Ridge daily_ohlcv
2025-06-30,SGE.L,0,0,1,0,-0.0062535796998637,-0.0243902677146821,Ridge daily_ohlcv
2025-06-30,SGRO.L,1,0,0,1,0.0110069402214624,-0.0473807558404022,Ridge daily_ohlcv
2025-06-30,SHEL.L,0,0,0,0,-0.0015232801225682,0.0616801700667142,Ridge daily_ohlcv
2025-06-30,SMIN.L,0,0,1,0,-0.0054600985800839,0.0471949711463675,Ridge daily_ohlcv
2025-06-30,SMT.L,0,0,0,0,0.0018142145968702,0.0618955421231584,Ridge daily_ohlcv
2025-06-30,SPX.L,1,0,0,0,0.0154878171878249,0.0654912396481686,Ridge daily_ohlcv
2025-06-30,SSE.L,0,0,0,0,-0.0001281170906266,0.0097846991391252,Ridge daily_ohlcv
2025-06-30,STAN.L,0,1,0,0,0.0047943219123398,0.1271747772080742,Ridge daily_ohlcv
2025-06-30,STJ.L,0,1,0,0,0.0098982296569644,0.1051519896654575,Ridge daily_ohlcv
2025-06-30,SVT.L,0,0,0,0,-0.0010460396297742,-0.0310900251284221,Ridge daily_ohlcv
2025-06-30,TSCO.L,0,0,1,0,-0.0138615600455744,0.0600548188914735,Ridge daily_ohlcv
2025-06-30,ULVR.L,0,0,0,0,0.0036484064961151,-0.0038418338917962,Ridge daily_ohlcv
2025-06-30,UU.L,0,0,0,0,0.000316400546547,-0.0122645692764041,Ridge daily_ohlcv
2025-06-30,VOD.L,0,0,1,0,-0.0109603140514543,0.0545127196051411,Ridge daily_ohlcv
2025-06-30,WEIR.L,0,0,0,0,-0.0015345764444315,0.0706827272220056,Ridge daily_ohlcv
2025-06-30,WTB.L,0,1,0,0,0.0029591368229914,0.081473661230695,Ridge daily_ohlcv
2025-07-31,AAF.L,1,1,0,0,0.016666970951132,0.0861900564915343,Ridge daily_ohlcv
2025-07-31,AAL.L,0,1,0,0,0.0044674600043853,0.0605468259363861,Ridge daily_ohlcv
2025-07-31,ABF.L,0,0,0,0,0.0023643005229077,-0.0172884342344705,Ridge daily_ohlcv
2025-07-31,ADM.L,0,1,0,0,0.0057504003938501,0.0608543038545301,Ridge daily_ohlcv
2025-07-31,ALW.L,0,0,1,0,-0.0065860642304564,-0.0171325601053184,Ridge daily_ohlcv
2025-07-31,ANTO.L,0,1,1,0,-0.0049919245695889,0.1427810013355335,Ridge daily_ohlcv
2025-07-31,AUTO.L,0,0,0,1,-0.0029235875345168,-0.0407574580390761,Ridge daily_ohlcv
2025-07-31,AV.L,0,0,0,0,-0.0016681626233697,0.0048198005508208,Ridge daily_ohlcv
2025-07-31,AZN.L,0,1,0,0,0.007885047039878,0.0412237352746494,Ridge daily_ohlcv
2025-07-31,BA.L,1,0,0,0,0.021433769539028,-0.0257760195857148,Ridge daily_ohlcv
2025-07-31,BAB.L,1,0,0,0,0.0303669356362082,-0.0220917648161904,Ridge daily_ohlcv
2025-07-31,BARC.L,0,0,0,0,0.0019911854221463,-0.029276519036437,Ridge daily_ohlcv
2025-07-31,BATS.L,0,1,0,0,-0.0014822195481833,0.0358912010447023,Ridge daily_ohlcv
2025-07-31,BBOX.L,0,0,0,0,0.0061318179259461,-0.0175576574838319,Ridge daily_ohlcv
2025-07-31,BEZ.L,0,0,0,1,0.0061111932385316,-0.1240917259147542,Ridge daily_ohlcv
2025-07-31,BKG.L,1,0,0,0,0.0188685416354088,-0.013698630136986,Ridge daily_ohlcv
2025-07-31,BLND.L,1,0,0,0,0.0101411704766857,-0.0406179141094009,Ridge daily_ohlcv
2025-07-31,BNZL.L,0,1,0,0,0.0098242671563515,0.1100265697468854,Ridge daily_ohlcv
2025-07-31,BRBY.L,0,0,1,0,-0.0076149414990928,-0.0054242541650524,Ridge daily_ohlcv
2025-07-31,BT-A.L,0,1,0,0,0.0033476674318459,0.0456725875435297,Ridge daily_ohlcv
2025-07-31,BTRW.L,1,0,0,0,0.0213302004515338,-0.0384923048771537,Ridge daily_ohlcv
2025-07-31,CCEP.L,0,0,0,1,-0.0020568906288332,-0.1154362279722779,Ridge daily_ohlcv
2025-07-31,CCH.L,1,0,0,1,0.0102859813139433,-0.0532184490623414,Ridge daily_ohlcv
2025-07-31,CNA.L,0,0,0,0,0.0069368476150505,-0.0221750256208065,Ridge daily_ohlcv
2025-07-31,CPG.L,0,0,0,1,-0.002937364461223,-0.0574108444713795,Ridge daily_ohlcv
2025-07-31,CRDA.L,1,0,0,0,0.0204698355179381,-0.0396346415249807,Ridge daily_ohlcv
2025-07-31,CTEC.L,1,0,0,0,0.0179345762434536,0.0137684565893463,Ridge daily_ohlcv
2025-07-31,DCC.L,0,0,0,0,-0.0023948191238805,-0.0117647191592915,Ridge daily_ohlcv
2025-07-31,DPLM.L,0,0,0,0,-0.0042185886934574,0.0037174950634748,Ridge daily_ohlcv
2025-07-31,EDV.L,1,1,0,0,0.0223693386491449,0.1026086799547423,Ridge daily_ohlcv
2025-07-31,ENT.L,0,0,0,1,0.0021418966522819,-0.1408053329239295,Ridge daily_ohlcv
2025-07-31,EXPN.L,0,0,1,1,-0.0078470118891539,-0.0429570135954926,Ridge daily_ohlcv
2025-07-31,EZJ.L,1,0,0,0,0.0122350720866221,-0.0083046516696572,Ridge daily_ohlcv
2025-07-31,FCIT.L,0,0,1,0,-0.0102814418894608,-0.0127334030594076,Ridge daily_ohlcv
2025-07-31,FRES.L,1,1,0,0,0.0364943172860147,0.2772584572299286,Ridge daily_ohlcv
2025-07-31,GAW.L,1,0,0,1,0.0162249741172062,-0.0515322635046506,Ridge daily_ohlcv
2025-07-31,GSK.L,0,0,0,0,0.0062111451600727,0.0244442014221968,Ridge daily_ohlcv
2025-07-31,HIK.L,0,0,1,1,-0.0244688306260023,-0.090959814938929,Ridge daily_ohlcv
2025-07-31,HLMA.L,0,0,1,0,-0.0053141828925603,0.0110701145795752,Ridge daily_ohlcv
2025-07-31,HLN.L,0,0,0,0,0.0009552307683293,0.0095194267864737,Ridge daily_ohlcv
2025-07-31,HSBA.L,0,0,0,0,-0.0035024220048983,0.0259785198125948,Ridge daily_ohlcv
2025-07-31,HSX.L,0,0,0,0,0.0033178269750985,0.0101437116367466,Ridge daily_ohlcv
2025-07-31,HWDN.L,0,0,0,1,0.0004886192091908,-0.0488635871694769,Ridge daily_ohlcv
2025-07-31,ICG.L,0,0,0,0,-0.0003533977089332,0.0018365769398713,Ridge daily_ohlcv
2025-07-31,IHG.L,0,0,0,0,0.0050145569532244,0.0251551688666811,Ridge daily_ohlcv
2025-07-31,III.L,0,0,0,0,0.0064062169423336,-0.0317996134721019,Ridge daily_ohlcv
2025-07-31,IMB.L,0,1,0,0,0.0006090455556522,0.0570069505184303,Ridge daily_ohlcv
2025-07-31,IMI.L,0,0,0,0,-0.0036765317673254,0.0234515752679291,Ridge daily_ohlcv
2025-07-31,INF.L,0,0,1,0,-0.0047938216348088,0.0026146972561635,Ridge daily_ohlcv
2025-07-31,ITRK.L,0,0,0,1,-0.0041150697682119,-0.0506072830469651,Ridge daily_ohlcv
2025-07-31,JD.L,1,1,0,0,0.0222256010986771,0.1235665947715376,Ridge daily_ohlcv
2025-07-31,KGF.L,0,0,0,1,0.0086946637889815,-0.0484288433735836,Ridge daily_ohlcv
2025-07-31,LAND.L,0,0,0,0,-0.0004636070257146,-0.0406925807380935,Ridge daily_ohlcv
2025-07-31,LGEN.L,0,0,0,0,-0.0045779902140129,-0.0359885346766126,Ridge daily_ohlcv
2025-07-31,LLOY.L,0,0,0,0,-0.0041538962283663,0.0221079480716777,Ridge daily_ohlcv
2025-07-31,LMP.L,0,0,0,0,0.0040198054357203,-0.0354472585194676,Ridge daily_ohlcv
2025-07-31,LSEG.L,0,0,1,0,-0.0069358729242581,-0.0098842943720276,Ridge daily_ohlcv
2025-07-31,MKS.L,0,0,0,0,0.0049900582443484,-0.0074712795888335,Ridge daily_ohlcv
2025-07-31,MNDI.L,0,0,1,0,-0.0101286247782738,0.0138156881534587,Ridge daily_ohlcv
2025-07-31,MNG.L,0,0,1,0,-0.0106087422941631,0.0133792250191955,Ridge daily_ohlcv
2025-07-31,MRO.L,0,1,0,0,0.0008663786633002,0.1480358818381593,Ridge daily_ohlcv
2025-07-31,NG.L,0,0,0,0,0.0007592859200288,-0.0179245296057769,Ridge daily_ohlcv
2025-07-31,NWG.L,1,0,0,0,0.0125249836291382,-0.0309444995211128,Ridge daily_ohlcv
2025-07-31,NXT.L,1,0,0,0,0.0112796165407659,-0.0288383326897555,Ridge daily_ohlcv
2025-07-31,PCT.L,0,0,1,0,-0.0098021949270266,-0.009950248756219,Ridge daily_ohlcv
2025-07-31,PRU.L,0,0,1,0,-0.0061119644898666,0.025731494741731,Ridge daily_ohlcv
2025-07-31,PSH.L,0,0,0,0,0.0021284165534491,0.016533612865218,Ridge daily_ohlcv
2025-07-31,PSN.L,1,0,0,1,0.0195781238115437,-0.0716157368211163,Ridge daily_ohlcv
2025-07-31,PSON.L,0,0,0,0,0.0005173485591942,0.0042692515637696,Ridge daily_ohlcv
2025-07-31,REL.L,0,0,0,1,-0.00088282190638,-0.1244450559314145,Ridge daily_ohlcv
2025-07-31,RIO.L,0,1,1,0,-0.005647920461525,0.0309936592069719,Ridge daily_ohlcv
2025-07-31,RKT.L,0,0,1,0,-0.007972764411824,-0.0248864824432274,Ridge daily_ohlcv
2025-07-31,RMV.L,0,0,0,1,0.0055288807227495,-0.0921084429477164,Ridge daily_ohlcv
2025-07-31,RR.L,1,0,0,0,0.0101719190992207,-0.0018244116781929,Ridge daily_ohlcv
2025-07-31,RTO.L,0,0,0,0,0.0017401148538604,-0.0381286638703661,Ridge daily_ohlcv
2025-07-31,SBRY.L,0,0,0,0,-0.0009708789604181,-0.0131839234504456,Ridge daily_ohlcv
2025-07-31,SDLF.L,0,0,0,0,0.002108482674344,0.0263554000737424,Ridge daily_ohlcv
2025-07-31,SDR.L,0,0,0,0,-0.0021702622962468,-0.0279743295031122,Ridge daily_ohlcv
2025-07-31,SGE.L,0,0,0,1,0.0099765675310219,-0.1094262832348139,Ridge daily_ohlcv
2025-07-31,SGRO.L,0,0,0,0,0.0070346944986756,-0.0313672026834697,Ridge daily_ohlcv
2025-07-31,SHEL.L,0,0,0,0,-0.0044064089928261,0.0048954749218725,Ridge daily_ohlcv
2025-07-31,SMIN.L,0,0,0,0,-0.0032413694887135,0.0017007042853061,Ridge daily_ohlcv
2025-07-31,SMT.L,0,0,1,0,-0.0071127241058341,2.220446049250313e-16,Ridge daily_ohlcv
2025-07-31,SPX.L,0,1,0,0,0.0046598980405406,0.1497241797234736,Ridge daily_ohlcv
2025-07-31,SSE.L,0,0,0,1,-0.0043027481576973,-0.064106050032041,Ridge daily_ohlcv
2025-07-31,STAN.L,0,0,0,0,-0.0005811384932878,0.0188345305621191,Ridge daily_ohlcv
2025-07-31,STJ.L,0,0,0,0,-0.0007658157656251,-0.0301440921867539,Ridge daily_ohlcv
2025-07-31,SVT.L,0,0,0,0,0.0024574714930623,-0.0237825239625508,Ridge daily_ohlcv
2025-07-31,TSCO.L,0,0,1,0,-0.0090619723042174,-0.0063468883759671,Ridge daily_ohlcv
2025-07-31,ULVR.L,0,1,0,0,-0.0046924967301099,0.0554489472716874,Ridge daily_ohlcv
2025-07-31,UU.L,0,0,0,0,0.0034147503306778,0.0199556973189374,Ridge daily_ohlcv
2025-07-31,VOD.L,0,1,1,0,-0.0065154458919612,0.0772983369647806,Ridge daily_ohlcv
2025-07-31,WEIR.L,0,0,0,1,-0.0029578033671051,-0.0757688958605256,Ridge daily_ohlcv
2025-07-31,WTB.L,0,1,0,0,-0.0040383809520757,0.0301342957872756,Ridge daily_ohlcv
2025-08-31,AAF.L,1,1,0,0,0.014907664129391,0.1000901008502055,Ridge daily_ohlcv
2025-08-31,AAL.L,1,1,0,0,0.0139407173702835,0.222563609323493,Ridge daily_ohlcv
2025-08-31,ABF.L,0,0,0,1,0.0031996651798359,-0.0504629249130895,Ridge daily_ohlcv
2025-08-31,ADM.L,0,0,0,1,0.001082446028199,-0.0752635723964759,Ridge daily_ohlcv
2025-08-31,ALW.L,0,0,1,0,-0.0008418483316479,2.220446049250313e-16,Ridge daily_ohlcv
2025-08-31,ANTO.L,0,1,1,0,-0.0016017093610042,0.2825891970317649,Ridge daily_ohlcv
2025-08-31,AUTO.L,0,0,0,0,0.004271627430322,-0.0186752932035622,Ridge daily_ohlcv
2025-08-31,AV.L,0,0,0,0,0.0052317740815278,0.052486117951866,Ridge daily_ohlcv
2025-08-31,AZN.L,0,0,1,1,-0.005926790636826,-0.0515691176096594,Ridge daily_ohlcv
2025-08-31,BA.L,1,1,0,0,0.0129019921229599,0.1715504451425051,Ridge daily_ohlcv
2025-08-31,BAB.L,1,1,0,0,0.0280486209703872,0.3090551020270839,Ridge daily_ohlcv
2025-08-31,BARC.L,0,0,0,0,0.004472909100918,0.0532742174819478,Ridge daily_ohlcv
2025-08-31,BATS.L,0,0,0,1,0.0049276681742695,-0.0568698552642652,Ridge daily_ohlcv
2025-08-31,BBOX.L,0,0,0,0,0.012831266761983,0.0410661943234358,Ridge daily_ohlcv
2025-08-31,BEZ.L,0,1,0,0,0.011899063224461,0.1576260793275559,Ridge daily_ohlcv
2025-08-31,BKG.L,1,0,0,0,0.0137570494462058,0.0655555555555555,Ridge daily_ohlcv
2025-08-31,BLND.L,1,0,0,0,0.0156214248008919,0.0381634354118252,Ridge daily_ohlcv
2025-08-31,BNZL.L,0,0,0,1,0.0096305196062019,-0.0623500819925856,Ridge daily_ohlcv
2025-08-31,BRBY.L,1,0,0,1,0.0279996446864755,-0.089988313206077,Ridge daily_ohlcv
2025-08-31,BT-A.L,0,0,0,1,0.0045210233869404,-0.1170901148494188,Ridge daily_ohlcv
2025-08-31,BTRW.L,0,1,0,0,0.0085024436952425,0.0839587533865628,Ridge daily_ohlcv
2025-08-31,CCEP.L,0,0,0,0,0.0092314273796133,0.0227617494471965,Ridge daily_ohlcv
2025-08-31,CCH.L,0,0,0,1,0.0063427585386481,-0.0620985010706638,Ridge daily_ohlcv
2025-08-31,CNA.L,0,0,0,0,0.0066810600296128,0.035216097313397,Ridge daily_ohlcv
2025-08-31,CPG.L,0,0,0,0,0.0006782975712001,0.0067675369160244,Ridge daily_ohlcv
2025-08-31,CRDA.L,1,1,0,0,0.0267447748948618,0.0781498783275886,Ridge daily_ohlcv
2025-08-31,CTEC.L,0,0,0,0,0.0101635313609468,-0.0219780786835496,Ridge daily_ohlcv
2025-08-31,DCC.L,0,0,0,0,0.0037211869065558,0.0144558433135872,Ridge daily_ohlcv
