trial_number,XGB_N_ESTIMATORS,XGB_MAX_DEPTH,XGB_LEARNING_RATE,XGB_SUBSAMPLE,XGB_COLSAMPLE_BYTREE,XGB_REG_ALPHA,XGB_REG_LAMBDA,XGB_MIN_CHILD_WEIGHT,XGB_GAMMA,fold,train_start,train_end,val_start,val_end,RMSE,DirectionalAccuracy,SpearmanRankCorr_mean,TopKHitRate_mean,Months_evaluated
2,600,3,0.014965254242886725,0.6418481581956126,0.7168578594140873,0.7327236865873834,2.8242799368681437,17,0.19967378215835974,2,2015-12-31,2018-11-30,2018-12-31,2020-05-31,0.09292692260233966,0.5710942071386775,0.02099633717040002,0.2695906432748538,18
2,600,3,0.014965254242886725,0.6418481581956126,0.7168578594140873,0.7327236865873834,2.8242799368681437,17,0.19967378215835974,3,2015-12-31,2020-05-31,2020-06-30,2021-11-30,0.09532463754434047,0.5369318181818182,-0.06667325606636239,0.23333333333333334,18
2,600,3,0.014965254242886725,0.6418481581956126,0.7168578594140873,0.7327236865873834,2.8242799368681437,17,0.19967378215835974,4,2015-12-31,2021-11-30,2021-12-31,2023-05-31,0.08504237133672447,0.48696145124716556,0.05050641545546818,0.28333333333333327,18
2,600,3,0.014965254242886725,0.6418481581956126,0.7168578594140873,0.7327236865873834,2.8242799368681437,17,0.19967378215835974,5,2015-12-31,2023-05-31,2023-06-30,2024-11-30,0.07242911635108186,0.5284414106939704,-0.008393777894797635,0.26505847953216377,18
3,600,4,0.005433947661434237,0.7822634555704315,0.6682096494749166,0.13010318597055903,4.7955421490133325,20,0.8083973481164611,1,2015-12-31,2017-05-31,2017-06-30,2018-11-30,0.06429422845702694,0.4729005360333532,,0.19005847953216373,18
3,600,4,0.005433947661434237,0.7822634555704315,0.6682096494749166,0.13010318597055903,4.7955421490133325,20,0.8083973481164611,2,2015-12-31,2018-11-30,2018-12-31,2020-05-31,0.09374080223766923,0.5710942071386775,,0.1735380116959064,18
3,600,4,0.005433947661434237,0.7822634555704315,0.6682096494749166,0.13010318597055903,4.7955421490133325,20,0.8083973481164611,3,2015-12-31,2020-05-31,2020-06-30,2021-11-30,0.09293712508666399,0.5596590909090909,-0.08729092094350585,0.1638888888888889,18
3,600,4,0.005433947661434237,0.7822634555704315,0.6682096494749166,0.13010318597055903,4.7955421490133325,20,0.8083973481164611,4,2015-12-31,2021-11-30,2021-12-31,2023-05-31,0.08537064690407971,0.4886621315192744,0.06957754450839393,0.23611111111111105,18
3,600,4,0.005433947661434237,0.7822634555704315,0.6682096494749166,0.13010318597055903,4.7955421490133325,20,0.8083973481164611,5,2015-12-31,2023-05-31,2023-06-30,2024-11-30,0.07209865001840471,0.5278725824800911,-0.0038017034572213394,0.2260233918128655,18
4,500,2,0.01703753611652567,0.7320457481218804,0.6488152939379115,0.9903538202225404,1.1375540844608736,19,0.2587799816000169,1,2015-12-31,2017-05-31,2017-06-30,2018-11-30,0.06427338129164743,0.4729005360333532,-0.04104236412536129,0.17543859649122806,18
4,500,2,0.01703753611652567,0.7320457481218804,0.6488152939379115,0.9903538202225404,1.1375540844608736,19,0.2587799816000169,2,2015-12-31,2018-11-30,2018-12-31,2020-05-31,0.09325971736824153,0.5710942071386775,0.006472826146876897,0.23523391812865502,18
4,500,2,0.01703753611652567,0.7320457481218804,0.6488152939379115,0.9903538202225404,1.1375540844608736,19,0.2587799816000169,3,2015-12-31,2020-05-31,2020-06-30,2021-11-30,0.09466995582807053,0.5414772727272728,-0.07345332869219193,0.2277777777777778,18
4,500,2,0.01703753611652567,0.7320457481218804,0.6488152939379115,0.9903538202225404,1.1375540844608736,19,0.2587799816000169,4,2015-12-31,2021-11-30,2021-12-31,2023-05-31,0.0850369978998781,0.48639455782312924,0.055154366103071936,0.2722222222222222,18
4,500,2,0.01703753611652567,0.7320457481218804,0.6488152939379115,0.9903538202225404,1.1375540844608736,19,0.2587799816000169,5,2015-12-31,2023-05-31,2023-06-30,2024-11-30,0.07233245826809943,0.5278725824800911,-0.01211833611472189,0.270906432748538,18
5,700,3,0.012695844231167396,0.7640130838029839,0.6739417822102108,1.9391692555291171,4.100531293444458,20,0.8948273504276488,1,2015-12-31,2017-05-31,2017-06-30,2018-11-30,0.06428889874512218,0.4729005360333532,,0.19005847953216373,18
5,700,3,0.012695844231167396,0.7640130838029839,0.6739417822102108,1.9391692555291171,4.100531293444458,20,0.8948273504276488,2,2015-12-31,2018-11-30,2018-12-31,2020-05-31,0.09374098857247701,0.5710942071386775,,0.1735380116959064,18
5,700,3,0.012695844231167396,0.7640130838029839,0.6739417822102108,1.9391692555291171,4.100531293444458,20,0.8948273504276488,3,2015-12-31,2020-05-31,2020-06-30,2021-11-30,0.09221925316708533,0.5840909090909091,,0.18611111111111112,18
5,700,3,0.012695844231167396,0.7640130838029839,0.6739417822102108,1.9391692555291171,4.100531293444458,20,0.8948273504276488,4,2015-12-31,2021-11-30,2021-12-31,2023-05-31,0.08541056440703537,0.4886621315192744,,0.21666666666666667,18
5,700,3,0.012695844231167396,0.7640130838029839,0.6739417822102108,1.9391692555291171,4.100531293444458,20,0.8948273504276488,5,2015-12-31,2023-05-31,2023-06-30,2024-11-30,0.072083878279905,0.5278725824800911,,0.21461988304093566,18
6,700,5,0.0058590952117421715,0.6587948587257435,0.6180909155642152,0.6506606615265287,2.554709158757928,9,0.8287375091519293,1,2015-12-31,2017-05-31,2017-06-30,2018-11-30,0.06430278854153407,0.4729005360333532,,0.19005847953216373,18
6,700,5,0.0058590952117421715,0.6587948587257435,0.6180909155642152,0.6506606615265287,2.554709158757928,9,0.8287375091519293,2,2015-12-31,2018-11-30,2018-12-31,2020-05-31,0.09374064081916582,0.5710942071386775,,0.1735380116959064,18
6,700,5,0.0058590952117421715,0.6587948587257435,0.6180909155642152,0.6506606615265287,2.554709158757928,9,0.8287375091519293,3,2015-12-31,2020-05-31,2020-06-30,2021-11-30,0.09261692951958135,0.5596590909090909,-0.0816647746563979,0.16111111111111112,18
6,700,5,0.0058590952117421715,0.6587948587257435,0.6180909155642152,0.6506606615265287,2.554709158757928,9,0.8287375091519293,4,2015-12-31,2021-11-30,2021-12-31,2023-05-31,0.0854028507375129,0.4886621315192744,0.11036393805652932,0.21944444444444444,18
6,700,5,0.0058590952117421715,0.6587948587257435,0.6180909155642152,0.6506606615265287,2.554709158757928,9,0.8287375091519293,5,2015-12-31,2023-05-31,2023-06-30,2024-11-30,0.07208823512721554,0.5278725824800911,-0.003631718653559198,0.2260233918128655,18
7,500,3,0.013221162405354047,0.6422772674924287,0.9208787923016158,0.14910128735954165,4.947547746402069,17,0.1987156815341724,1,2015-12-31,2017-05-31,2017-06-30,2018-11-30,0.06402281246753633,0.4729005360333532,-0.03245860346998872,0.22514619883040934,18
7,500,3,0.013221162405354047,0.6422772674924287,0.9208787923016158,0.14910128735954165,4.947547746402069,17,0.1987156815341724,2,2015-12-31,2018-11-30,2018-12-31,2020-05-31,0.09282196678022595,0.5710942071386775,0.008119206608188904,0.260672514619883,18
7,500,3,0.013221162405354047,0.6422772674924287,0.9208787923016158,0.14910128735954165,4.947547746402069,17,0.1987156815341724,3,2015-12-31,2020-05-31,2020-06-30,2021-11-30,0.09544383651088927,0.5420454545454545,-0.08354994051955796,0.23888888888888887,18
7,500,3,0.013221162405354047,0.6422772674924287,0.9208787923016158,0.14910128735954165,4.947547746402069,17,0.1987156815341724,4,2015-12-31,2021-11-30,2021-12-31,2023-05-31,0.08502042768657116,0.48696145124716556,0.05637361864864037,0.2861111111111111,18
7,500,3,0.013221162405354047,0.6422772674924287,0.9208787923016158,0.14910128735954165,4.947547746402069,17,0.1987156815341724,5,2015-12-31,2023-05-31,2023-06-30,2024-11-30,0.07256315440468761,0.5295790671217292,-0.003595559110736876,0.2542397660818714,18
8,300,5,0.017742382194617125,0.8187021504122962,0.9085081386743783,0.14808930346818072,2.4338629141770904,6,0.8631034258755935,1,2015-12-31,2017-05-31,2017-06-30,2018-11-30,0.06428597187183449,0.4729005360333532,,0.19005847953216373,18
