date,0
2015-01-31,1.0
2015-02-28,1.0
2015-03-31,1.0
2015-04-30,1.0
2015-05-31,1.0
2015-06-30,1.0
2015-07-31,1.0
2015-08-31,1.0
2015-09-30,1.0
2015-10-31,1.0
2015-11-30,1.0
2015-12-31,1.0
2016-01-31,0.9633011414251754
2016-02-29,1.0512799189993023
2016-03-31,1.083520480281486
2016-04-30,1.1388930755491744
2016-05-31,1.1764282006782807
2016-06-30,1.3150611977096682
2016-07-31,1.4444214176083432
2016-08-31,1.4768054414649165
2016-09-30,1.5271623604279365
2016-10-31,1.5311694656918706
2016-11-30,1.536663164380986
2016-12-31,1.6095550495938749
2017-01-31,1.689068058256946
2017-02-28,1.7508458431256784
2017-03-31,1.795342095841561
2017-04-30,1.824747274998673
2017-05-31,1.8640998025713014
2017-06-30,1.8029626500837812
2017-07-31,1.8634543748672423
2017-08-31,1.8654258933976107
2017-09-30,1.8847548932458804
2017-10-31,1.8895020612072748
2017-11-30,1.8207589187964033
2017-12-31,1.9429755042814343
2018-01-31,1.9213542486759745
2018-02-28,1.8347617628348822
2018-03-31,1.879775641646871
2018-04-30,1.9871029785703245
2018-05-31,2.0513283394548965
2018-06-30,2.0554590685703316
2018-07-31,2.068110151876938
2018-08-31,2.051179110118875
2018-09-30,2.0477036680637317
2018-10-31,1.9991707647742356
2018-11-30,1.9752275842606004
2018-12-31,1.883677231397155
2019-01-31,2.055849400408044
2019-02-28,2.0958400561411685
2019-03-31,2.1040676459881507
2019-04-30,2.217877218162328
2019-05-31,2.0639763278941894
2019-06-30,2.144667505886756
2019-07-31,2.1528571543568646
2019-08-31,2.105984440545939
2019-09-30,2.2649061718940215
2019-10-31,2.204900215990602
2019-11-30,2.2853593149489577
2019-12-31,2.383435623608829
2020-01-31,2.3929991995817317
2020-02-29,2.158289499695543
2020-03-31,1.844895193782425
2020-04-30,2.069331251563509
2020-05-31,2.159169173184508
2020-06-30,2.246361033204918
2020-07-31,2.19210739436469
2020-08-31,2.461387594100177
2020-09-30,2.315670517935749
2020-10-31,2.3960002738671573
2020-11-30,3.22660756711772
2020-12-31,3.42624182145878
2021-01-31,3.3979090101755705
2021-02-28,3.874598568028528
2021-03-31,4.118385545141435
2021-04-30,4.3377252752903175
2021-05-31,4.410178436634865
2021-06-30,4.462337228702385
2021-07-31,4.5358389638529575
2021-08-31,4.7879853531566035
2021-09-30,4.678952101426138
2021-10-31,4.657969601091002
2021-11-30,4.550769010624075
2021-12-31,4.7819260087979805
2022-01-31,4.730690231931729
2022-02-28,4.577921961580412
2022-03-31,4.600901485502622
2022-04-30,4.454066688693329
2022-05-31,4.554906749665421
2022-06-30,4.109858194513584
2022-07-31,4.510862979018097
2022-08-31,4.38216826435808
2022-09-30,3.929320012775545
2022-10-31,4.223010135813722
2022-11-30,4.552635486856814
2022-12-31,4.495369375253499
2023-01-31,5.191698541259219
2023-02-28,5.212837783340948
2023-03-31,5.053040012940801
2023-04-30,5.319919805448553
2023-05-31,5.057358424310413
2023-06-30,4.988023560393469
2023-07-31,5.3409904984315215
2023-08-31,5.268964746458798
2023-09-30,5.255816945089959
2023-10-31,4.91217911701874
2023-11-30,5.181909596530893
2023-12-31,5.441465922190447
2024-01-31,5.326570212213837
2024-02-29,5.260665272352167
2024-03-31,5.551381398040045
2024-04-30,5.499231851649745
2024-05-31,5.56943159691178
2024-06-30,5.452620179498704
2024-07-31,5.476096405245057
2024-08-31,5.3287805755811934
2024-09-30,5.5702359579153065
2024-10-31,5.551823240425965
2024-11-30,5.64852005319449
2024-12-31,5.557907004010428
