date,n_stocks,n_top,n_bottom,top_avg_realized_return,all_avg_realized_return,bottom_avg_realized_return,top_minus_all,all_minus_bottom,top_minus_bottom,top_gt_all,bottom_lt_all,top_gt_bottom
2025-01-31,93,18,18,-0.011614441659883429,0.00746467163062019,-0.005166592791951209,-0.01907911329050362,0.012631264422571398,-0.00644784886793222,0.0,1.0,0.0
2025-02-28,93,18,18,-0.06633823903607788,-0.03238264672780464,-0.006780485020398576,-0.03395559230827325,-0.025602161707406063,-0.05955775401567931,0.0,0.0,0.0
2025-03-31,92,18,18,0.0016902908497283611,0.023078520015776535,0.01496588408159257,-0.021388229166048173,0.008112635934183965,-0.013275593231864209,0.0,1.0,0.0
2025-04-30,92,18,18,0.10043645329086598,0.05700199914886116,0.04568170914043933,0.04343445414200482,0.01132029000842183,0.05475474415042665,1.0,1.0,1.0
2025-05-31,93,18,18,0.0455549943035842,0.0149968428080082,0.009354836914370739,0.030558151495576003,0.005642005893637461,0.036200157389213464,1.0,1.0,1.0
2025-06-30,94,18,18,-0.005995278924831817,0.020733771083650085,0.03314697055906009,-0.0267290500084819,-0.012413199475410003,-0.0391422494838919,0.0,0.0,0.0
2025-07-31,94,18,18,0.018576264776822646,-0.0022524091667620216,0.016866628795487337,0.020828673943584668,-0.01911903796224936,0.0017096359813353092,1.0,0.0,1.0
2025-08-31,94,18,18,0.04838080274673176,0.029898289320032644,0.027167163343468113,0.018482513426699116,0.0027311259765645315,0.021213639403263648,1.0,1.0,1.0
2025-09-30,94,18,18,0.012293381531383407,0.030476688454233725,0.05009403895410988,-0.01818330692285032,-0.019617350499876157,-0.03780065742272647,0.0,0.0,0.0
2025-10-31,94,18,18,-0.0061546620827851,-0.009374750649834998,-0.0038694868134333824,0.0032200885670498978,-0.005505263836401615,-0.0022851752693517175,1.0,0.0,0.0
2025-11-30,91,18,18,0.03625449435415679,0.022418505095901535,0.02485955854755422,0.013835989258255257,-0.002441053451652686,0.011394935806602571,1.0,0.0,1.0
