date,ticker,in_predicted_top,in_actual_top,in_predicted_bottom,in_actual_bottom,y_pred,y_true
2025-01-31,AAF.L,1,0,0,0,0.0056537126590809,-0.0124651799912378
2025-01-31,AAL.L,0,0,0,0,0.004809196613849,-0.0186935404195907
2025-01-31,ABF.L,1,0,0,0,0.0132691287060057,-0.0036804051424496
2025-01-31,ADM.L,0,1,0,0,0.0038576867392671,0.0636329397124568
2025-01-31,ALW.L,0,0,1,1,0.0037283837473592,-0.0482882715716924
2025-01-31,ANTO.L,0,0,0,0,0.0055314409681428,0.0049274920162114
2025-01-31,AUTO.L,0,0,0,0,0.0045387515688923,-0.0187247402098406
2025-01-31,AV.L,0,1,1,0,0.0037283837473592,0.0591440228971908
2025-01-31,AZN.L,0,0,1,0,0.0035539187840074,0.0551584913306604
2025-01-31,BA.L,0,1,0,0,0.0041891421333975,0.149101385343066
2025-01-31,BAB.L,0,1,1,0,0.0037283837473592,0.2462825017313377
2025-01-31,BARC.L,0,0,0,0,0.005186985366352,0.0483347643605462
2025-01-31,BATS.L,0,0,0,0,0.0042431323234125,-0.0344072465237941
2025-01-31,BBOX.L,0,0,1,0,0.0035662187225414,0.0082133680149478
2025-01-31,BEZ.L,0,0,0,0,0.0039327419606441,0.0459427690674982
2025-01-31,BKG.L,1,0,0,1,0.0065838354764473,-0.0726429712365618
2025-01-31,BLND.L,0,0,0,0,0.0038918298431401,-0.0445388351086427
2025-01-31,BNZL.L,0,0,0,0,0.0039135682610257,-0.0232018360996086
2025-01-31,BP.L,0,0,0,0,0.0042041488231705,0.0200176945606569
2025-01-31,BRBY.L,1,0,0,1,0.0173024413725954,-0.0889261744966442
2025-01-31,BT-A.L,0,1,0,0,0.0046036527731382,0.1261452483917475
2025-01-31,BTRW.L,0,0,1,1,0.0035533001821939,-0.0632272200945106
2025-01-31,CCEP.L,0,1,0,0,0.0039525295916986,0.0656249551639942
2025-01-31,CCH.L,0,1,0,0,0.0039920182299591,0.1957295840666708
2025-01-31,CNA.L,0,0,0,0,0.0044532067243053,0.0491227449953211
2025-01-31,CPG.L,0,0,0,0,0.0037868082342528,-0.0064492763833499
2025-01-31,CTEC.L,1,0,0,0,0.0079384667869246,0.0502022369976598
2025-01-31,DCC.L,0,0,1,0,0.0036023720626348,-0.0428570095183812
2025-01-31,DPLM.L,0,0,0,0,0.0038906973777243,-0.0123022371975695
2025-01-31,EDV.L,0,0,0,1,0.0051777671672915,-0.0602556075446988
2025-01-31,ENT.L,1,1,0,0,0.0087023464999513,0.0563100290816838
2025-01-31,EXPN.L,0,0,0,1,0.0038377638257965,-0.0606438670020034
2025-01-31,EZJ.L,1,0,0,0,0.0069896281592289,-0.0122645825665982
2025-01-31,FCIT.L,0,0,0,0,0.0037822001874085,-0.0353536334539765
