date,n_stocks,n_top,n_bottom,top_avg_realized_return,all_avg_realized_return,bottom_avg_realized_return,top_minus_all,all_minus_bottom,top_minus_bottom,top_gt_all,bottom_lt_all,top_gt_bottom
2025-01-31,93,18,18,-0.002063726928907016,0.007464659223213297,0.013324380998560573,-0.009528386152120313,-0.005859721775347276,-0.015388107927467589,0.0,0.0,0.0
2025-02-28,93,18,18,-0.03549833407112632,-0.03238264198687845,-0.014484818396541008,-0.003115692084247869,-0.017897823590337442,-0.02101351567458531,0.0,0.0,0.0
2025-03-31,92,18,18,0.01785227234849027,0.023078523358766197,0.03536682281427305,-0.005226251010275927,-0.012288299455506854,-0.01751455046578278,0.0,0.0,0.0
2025-04-30,92,18,18,0.11678528571802373,0.05700199991802513,0.02133463652529471,0.059783285799998594,0.035667363392730425,0.09545064919272901,1.0,1.0,1.0
2025-05-31,93,18,18,0.0720618398828793,0.014996840700512023,0.011758395415609977,0.05706499918236728,0.003238445284902046,0.060303444467269325,1.0,1.0,1.0
2025-06-30,94,18,18,0.04066945883216194,0.02073377715606135,0.01235978107723703,0.019935681676100592,0.00837399607882432,0.028309677754924913,1.0,1.0,1.0
2025-07-31,94,18,18,0.03314217865639851,-0.002252414971261099,-0.00859798490840442,0.035394593627659614,0.006345569937143322,0.04174016356480294,1.0,1.0,1.0
2025-08-31,94,18,18,0.06843976236704039,0.02989829045210979,0.009632329626381865,0.0385414719149306,0.020265960825727927,0.05880743274065852,1.0,1.0,1.0
2025-09-30,94,18,18,0.028327557852690574,0.03047668761445391,0.03639188377424582,-0.002149129761763336,-0.00591519615979191,-0.008064325921555246,0.0,0.0,0.0
2025-10-31,94,18,18,-0.014330363006808951,-0.00937474993225016,-0.0051570803014578314,-0.004955613074558791,-0.004217669630792329,-0.00917328270535112,0.0,0.0,0.0
2025-11-30,91,18,18,0.053902089710094366,0.022418505095901535,0.0178169493877367,0.03148358461419283,0.004601555708164836,0.03608514032235767,1.0,1.0,1.0
