date,ticker,in_predicted_top,in_actual_top,in_predicted_bottom,in_actual_bottom,y_pred,y_true
2025-01-31,AAF.L,1,0,0,0,0.015308346,-0.0124651799912378
2025-01-31,AAL.L,1,0,0,0,0.00817972,-0.0186935404195907
2025-01-31,ABF.L,1,0,0,0,0.022200104,-0.0036803409433641
2025-01-31,ADM.L,0,1,0,0,-0.005190188,0.0636330358482482
2025-01-31,ALW.L,0,0,0,1,-0.0012796578,-0.0482882715716921
2025-01-31,ANTO.L,0,0,0,0,-0.0011843543,0.0049274920162114
2025-01-31,AUTO.L,0,0,0,0,0.003604542,-0.0187246629775372
2025-01-31,AV.L,0,1,0,0,0.00027212396,0.0591439040223789
2025-01-31,AZN.L,0,0,0,0,-0.0053802556,0.0551584913306602
2025-01-31,BA.L,0,1,0,0,0.0015525495,0.149101385343066
2025-01-31,BAB.L,0,1,0,0,0.0010116962,0.2462825017313377
2025-01-31,BARC.L,1,0,0,0,0.011253767,0.0483348721203247
2025-01-31,BATS.L,0,0,0,0,0.0018863976,-0.0344071700972136
2025-01-31,BBOX.L,0,0,1,0,-0.009446108,0.0082135778994982
2025-01-31,BEZ.L,0,0,1,0,-0.010850676,0.0459427657197086
2025-01-31,BKG.L,0,0,0,1,0.0064623184,-0.0726429712365618
2025-01-31,BLND.L,0,0,0,0,-0.00064343953,-0.0445388351086427
2025-01-31,BNZL.L,0,0,0,0,-0.002908949,-0.0232018360996085
2025-01-31,BP.L,0,0,0,0,-0.00362983,0.0200176208320481
2025-01-31,BRBY.L,1,0,0,1,0.030510994,-0.0889261744966442
2025-01-31,BT-A.L,0,1,0,0,-0.00029820183,0.1261452483917475
2025-01-31,BTRW.L,0,0,1,1,-0.007840669,-0.0632272200945108
2025-01-31,CCEP.L,1,1,0,0,0.01149362,0.0656249551639942
2025-01-31,CCH.L,0,1,0,0,0.0016265353,0.1957295840666708
2025-01-31,CNA.L,0,0,0,0,-0.00090476195,0.0491227449953211
2025-01-31,CPG.L,0,0,0,0,-0.00068081537,-0.0064493461369286
2025-01-31,CTEC.L,0,0,1,0,-0.008974783,0.0502023018990378
2025-01-31,DCC.L,0,0,1,0,-0.010292863,-0.0428571802418391
2025-01-31,DPLM.L,0,0,0,0,0.0019270041,-0.0123022371975695
2025-01-31,EDV.L,0,0,0,1,0.0003659061,-0.0602556030645954
2025-01-31,ENT.L,0,1,0,0,0.005017282,0.0563101154723317
2025-01-31,EXPN.L,0,0,0,1,0.0062297448,-0.0606438670020034
2025-01-31,EZJ.L,1,0,0,0,0.009586658,-0.0122645825665982
2025-01-31,FCIT.L,0,0,0,0,-0.0015853234,-0.0353536334539765
2025-01-31,FRES.L,1,1,0,0,0.0076489965,0.0668103673308013
2025-01-31,GAW.L,1,0,0,0,0.01768496,-0.0178571428571433
2025-01-31,GSK.L,0,0,0,0,-0.002255715,0.0438884387041007
2025-01-31,HIK.L,0,0,0,1,0.0029201317,-0.0575917318677295
