months_evaluated,mean_top_avg_return,mean_all_avg_return,mean_bottom_avg_return,mean_top_minus_all,mean_all_minus_bottom,mean_top_minus_bottom,pct_months_top_gt_all,pct_months_bottom_lt_all,pct_months_top_gt_bottom
11,0.027553127500602105,0.014732680092062038,0.0054818526433516816,0.012820447408540069,0.009250827448710357,0.022071274857250422,0.7272727272727273,0.6363636363636364,0.7272727272727273
