model,split,cumulative_return,annualized_return,annualized_volatility,max_drawdown,sharpe_ratio,avg_turnover,median_turnover,max_turnover
Ridge daily,train_2015_2024,2.0595852952904217,0.11832042390573694,0.21122198521309615,-0.36061654819464417,0.6376352597022429,0.3963302752293578,0.4,0.7
Ridge daily,test_2025,0.2176068401815121,0.2176068401815121,0.15597578862677183,-0.06111025423049177,1.3418895383453324,0.4258373205741627,0.47368421052631576,0.5789473684210527
Ridge daily_ohlcv,train_2015_2024,2.502620198299547,0.13354640721576172,0.2145467894051284,-0.3840814543018909,0.6945206680220839,0.42385321100917434,0.4,0.7
Ridge daily_ohlcv,test_2025,0.16071627825343837,0.16071627825343837,0.1618678594848148,-0.072571106050757,0.9992713922681112,0.4545454545454545,0.47368421052631576,0.5789473684210527
