ticker,n_months,mean_pred_return,mean_actual_return,mae,rmse,directional_accuracy,pred_actual_corr,avg_pred_rank,avg_actual_rank,avg_rank_error,topk_hits,pred_topk_count,actual_topk_count
NG.L,11,0.0011821499636363636,0.014995819538785683,0.025482308467649806,0.03461961436442195,0.45454545454545453,0.030516970776513375,64.0,45.72727272727273,26.272727272727273,0,0,1
PSH.L,11,0.002627602544545455,0.012257815470176481,0.04755141551271677,0.06014042942934274,0.5454545454545454,0.40420490636392326,61.63636363636363,45.18181818181818,26.272727272727273,0,1,2
LSEG.L,11,0.0021278619563636363,-0.024721963853006665,0.05058291527121508,0.06262261223929466,0.5454545454545454,0.25075294297292033,48.18181818181818,62.63636363636363,26.454545454545453,1,2,1
RKT.L,11,0.004394364509090909,0.012342516922342861,0.03594114589511054,0.052421911226439834,0.6363636363636364,0.10762583305595486,44.72727272727273,48.36363636363637,26.90909090909091,0,0,1
IMI.L,11,0.001768148452727273,0.021128658663192766,0.04297697025695695,0.05390153130287964,0.5454545454545454,0.11619459955505768,62.90909090909091,39.81818181818182,27.09090909090909,0,0,2
NXT.L,11,0.004969249918181818,0.031041278875267288,0.05218977056182927,0.06813839965387701,0.5454545454545454,0.1181776190512167,39.27272727272727,44.63636363636363,27.181818181818183,0,1,3
BARC.L,10,0.00985522558,0.03487684743219117,0.05324420891810973,0.06136166700333466,0.8,-0.6209665604312922,28.0,34.9,27.5,0,4,3
LGEN.L,11,0.002612221809090909,0.007788989523420809,0.03050338790014713,0.03566023452410089,0.45454545454545453,-0.2389088027540898,51.0,47.36363636363637,27.636363636363637,0,0,1
HLN.L,11,0.0017895636327272724,0.0015768702924319094,0.05170716397038042,0.06133411013396249,0.45454545454545453,-0.24539070303775515,57.90909090909091,49.0,28.0,0,0,2
BEZ.L,11,0.006201341427272728,0.004291188353376099,0.06858744471225277,0.08117742520901432,0.45454545454545453,0.4645505566191957,40.45454545454545,49.63636363636363,28.09090909090909,1,1,3
VOD.L,11,0.00121395828,0.03381186169656305,0.037400105249613416,0.042961602304216966,0.5454545454545454,0.25478169579532073,62.90909090909091,34.45454545454545,28.454545454545453,0,0,2
PSN.L,11,0.0005012650181818183,0.008720093863562163,0.05890350989746868,0.06707851822040659,0.45454545454545453,0.20207391303231478,60.27272727272727,50.72727272727273,28.454545454545453,1,2,2
SBRY.L,11,0.0024282357194545454,0.02501831046013938,0.053245789548094384,0.06704342184272925,0.45454545454545453,0.1142934978998219,54.81818181818182,41.63636363636363,28.636363636363637,1,1,2
RR.L,10,0.029409674500000003,0.05997010403920644,0.08814033855945648,0.1030635472616103,0.7,-0.5120273034567934,5.0,32.3,28.7,5,10,5
PSON.L,11,0.004710594900000001,-0.021065867819936097,0.03813558852936265,0.05033033990540051,0.36363636363636365,0.05274362757242092,47.54545454545455,61.45454545454545,28.818181818181817,0,1,0
BLND.L,11,0.0019315641690909088,0.007033460299035555,0.04497337385096915,0.052049299261969925,0.36363636363636365,-0.0026317633888806517,57.0,52.0,28.818181818181817,0,0,2
STJ.L,11,0.01847979949090909,0.027937477386021915,0.06362843838838933,0.08005672418154593,0.6363636363636364,-0.4613025052538863,21.818181818181817,42.09090909090909,28.818181818181817,3,7,4
CCEP.L,11,0.00034817825909090936,0.007382025409361417,0.03510741241108882,0.05333292165229637,0.6363636363636364,0.10077782100600984,57.72727272727273,50.63636363636363,29.09090909090909,0,0,2
NWG.L,11,0.003475988909090909,0.039658514498761815,0.06279404127147731,0.06942312004871701,0.6363636363636364,-0.12346518432524871,42.27272727272727,36.18181818181818,29.181818181818183,1,2,3
HIK.L,11,0.006164027814545455,-0.03235174910581448,0.06500226291330193,0.07667177917756474,0.36363636363636365,0.8874658613267182,36.72727272727273,66.27272727272727,29.727272727272727,1,2,1
ADM.L,11,0.003311529336727273,0.01692665107570755,0.04709970435292972,0.05988903652819155,0.45454545454545453,-0.2657042983530513,49.90909090909091,47.27272727272727,29.90909090909091,0,1,3
BKG.L,11,0.004713553345454546,0.0034451697588567753,0.06000049396174357,0.07015520015993433,0.36363636363636365,0.18810919395033182,40.90909090909091,52.09090909090909,30.636363636363637,1,3,1
EXPN.L,11,0.0026394213136363637,-0.013651510136915119,0.041306664106605044,0.04603043810098939,0.18181818181818182,0.055665976070751286,57.54545454545455,60.45454545454545,30.727272727272727,0,1,0
MKS.L,11,0.0020543093754545453,-8.904166161788604e-05,0.05421991694955219,0.06459217035319599,0.8181818181818182,0.2857629055298457,60.36363636363637,51.0,31.363636363636363,0,1,2
KGF.L,11,0.003213403581818182,0.02526736774517079,0.05361894460236961,0.07735257587565275,0.9090909090909091,0.22681201610643975,51.0,44.27272727272727,31.636363636363637,0,2,4
RIO.L,10,0.002752589477,0.0099365435377868,0.04044432074401034,0.04838003781387769,0.4,-0.1423414517624134,53.5,47.0,32.3,0,1,2
STAN.L,11,0.007455705750909091,0.050488966298755704,0.07537794650034685,0.08725504627024927,0.6363636363636364,-0.427997193809376,31.272727272727273,29.818181818181817,32.54545454545455,1,5,5
PRU.L,11,0.0018647988136363633,0.05026279281545682,0.05508605304355057,0.06432900077076943,0.8181818181818182,0.023825849677673955,57.09090909090909,29.09090909090909,32.90909090909091,0,0,4
AUTO.L,11,-0.0023277366954545446,-0.02390383030697448,0.06717830961402686,0.084998121610912,0.2727272727272727,-0.21697126074807427,44.81818181818182,63.36363636363637,32.90909090909091,1,2,1
AZN.L,11,-1.4619432727272658e-05,0.020039672531556873,0.06238375966439822,0.07288359687431542,0.36363636363636365,0.05345933822525596,61.54545454545455,45.81818181818182,33.18181818181818,0,1,5
CTEC.L,11,0.003310187772727273,0.0010737108072037093,0.047496076090055545,0.07325768673440741,0.6363636363636364,-0.022156359691270517,47.72727272727273,45.45454545454545,33.18181818181818,0,2,1
RTO.L,11,0.0035172952663636357,0.012189859925016588,0.04766858103837988,0.06449039311338803,0.5454545454545454,-0.07358519869649145,46.45454545454545,45.72727272727273,33.45454545454545,0,0,3
DCC.L,11,0.004557476854545454,-0.015686327749750997,0.032235858744836275,0.04148147471665071,0.5454545454545454,-0.06404925421726905,49.27272727272727,60.0,34.18181818181818,0,2,0
SMT.L,11,0.004922783906363636,0.010151092061720844,0.05914328521863211,0.06654977252271414,0.6363636363636364,0.18362606794894148,49.36363636363637,46.09090909090909,34.18181818181818,0,3,2
SSE.L,11,0.003155074189090909,0.029109617567819986,0.05368040611961277,0.06655622039601516,0.45454545454545453,-0.12118249250514626,56.54545454545455,43.27272727272727,34.18181818181818,1,2,3
BATS.L,11,0.0043451052530000004,0.02718128417175042,0.05533458067837984,0.07131581356213089,0.5454545454545454,-0.09962073877399079,47.36363636363637,44.0,34.27272727272727,1,2,4
IHG.L,11,0.006259994624545454,0.00045000773801024546,0.05106375299549091,0.06908439392560703,0.8181818181818182,0.2894994066420689,46.0,50.27272727272727,34.81818181818182,0,3,1
BT-A.L,11,0.004168342923636364,0.02571482902025021,0.05560828247003589,0.06661476027615694,0.6363636363636364,-0.2537801689495505,49.72727272727273,39.90909090909091,35.45454545454545,0,1,4
INF.L,11,0.0019762347018181816,0.0040462798680447895,0.0501225936231455,0.05917200503556517,0.09090909090909091,0.01920654408724852,63.0,47.09090909090909,35.72727272727273,0,1,0
MNG.L,11,0.0013972944727272726,0.0312245390143552,0.05076014337898624,0.062597995192583,0.5454545454545454,-0.13612032957970202,52.36363636363637,36.27272727272727,35.90909090909091,0,2,3
III.L,11,0.003875978621818182,-0.010347585449747338,0.06941210904114169,0.10698513144744967,0.5454545454545454,0.12926563560692683,48.81818181818182,51.36363636363637,36.18181818181818,0,2,2
ANTO.L,11,0.004142114818181819,0.06547227562764334,0.08359412820344615,0.11764006663952549,0.2727272727272727,-0.1117391968793154,53.72727272727273,34.18181818181818,36.27272727272727,1,3,3
MNDI.L,11,-0.00028749326818181805,-0.026753512903258923,0.05521996465978587,0.0766346020375462,0.2727272727272727,-0.251209553102357,62.0,56.90909090909091,36.36363636363637,0,1,0
EDV.L,11,0.021262281183636364,0.08504870971332285,0.08705162993045633,0.1082021819958305,0.5454545454545454,0.024685037011209058,27.636363636363637,28.636363636363637,36.45454545454545,4,7,7
SPX.L,11,0.00582189618,-0.0115900381562368,0.07058050718648344,0.0828417380320257,0.45454545454545453,0.08735082457587821,45.36363636363637,57.63636363636363,36.63636363636363,0,3,1
BP.L,2,-0.0012976834500000001,0.00857977555522,0.00987745900522,0.013473773929312415,1.0,1.0,66.5,29.5,37.0,0,0,0
REL.L,11,0.003504695978181818,-0.023599313600716963,0.04380760322093802,0.058583863371964015,0.36363636363636365,-0.06517583812562922,48.63636363636363,64.36363636363636,37.18181818181818,0,2,0
AAL.L,11,0.012034205090909094,0.02766852757397972,0.05862144297549124,0.082284710128773,0.45454545454545453,-0.14081993569752826,28.0,43.54545454545455,38.27272727272727,1,7,3
GSK.L,11,0.0008266513399999999,0.025573204551830556,0.04077666630178881,0.05637983691989964,0.2727272727272727,-0.34275292939847046,64.9090909090909,39.09090909090909,38.36363636363637,0,0,2
CCH.L,11,0.004441545936363637,0.03172396127493818,0.06029283546478568,0.07982601163790655,0.6363636363636364,-0.2346994688375444,41.63636363636363,46.45454545454545,38.45454545454545,0,1,4
PCT.L,11,-0.0005944550809090907,0.0234458878268213,0.0801577374039399,0.08928840030496037,0.45454545454545453,0.25835764432324915,59.09090909090909,40.63636363636363,38.81818181818182,2,3,5
