n_estimators,max_depth,min_samples_leaf,min_samples_split,max_features,fold,train_start,train_end,val_start,val_end,RMSE,DirectionalAccuracy,SpearmanRankCorr_mean,TopKHitRate_mean,Months_evaluated,CombinedScore
500,4,10,40,sqrt,5,2015-12-31,2023-05-31,2023-06-30,2024-11-30,0.07249978914713985,0.5261660978384528,-0.0020641664630819175,0.2736842105263158,18,0.18600669380670265
500,4,10,40,0.5,1,2015-12-31,2017-05-31,2017-06-30,2018-11-30,0.06358723655751078,0.47706968433591423,0.02112037931329005,0.23684210526315785,18,0.17087132122610846
500,4,10,40,0.5,2,2015-12-31,2018-11-30,2018-12-31,2020-05-31,0.09562002645955595,0.5225277940315974,-0.021805545883378834,0.22865497076023392,18,0.15995940680964546
500,4,10,40,0.5,3,2015-12-31,2020-05-31,2020-06-30,2021-11-30,0.09640297040565364,0.5409090909090909,-0.0574276555711479,0.2527777777777778,18,0.1630165324301227
500,4,10,40,0.5,4,2015-12-31,2021-11-30,2021-12-31,2023-05-31,0.0849978348546655,0.4875283446712018,0.06225581460815662,0.2861111111111111,18,0.1962089445042353
500,4,10,40,0.5,5,2015-12-31,2023-05-31,2023-06-30,2024-11-30,0.07273929876889333,0.5255972696245734,-0.011935730979949443,0.2568713450292398,18,0.17749263218638262
500,4,20,20,sqrt,1,2015-12-31,2017-05-31,2017-06-30,2018-11-30,0.0636993537529473,0.47409172126265636,0.027315058799064835,0.2426900584795322,18,0.17384875866954427
500,4,20,20,sqrt,2,2015-12-31,2018-11-30,2018-12-31,2020-05-31,0.09475297893966317,0.5552954944411936,-0.013562903947857717,0.24371345029239766,18,0.17401748471568085
500,4,20,20,sqrt,3,2015-12-31,2020-05-31,2020-06-30,2021-11-30,0.09467969602778953,0.5363636363636364,-0.050644936460474015,0.26388888888888895,18,0.168036665063162
500,4,20,20,sqrt,4,2015-12-31,2021-11-30,2021-12-31,2023-05-31,0.08488633920537794,0.4886621315192744,0.0587663577354299,0.28055555555555556,18,0.1936411923410812
500,4,20,20,sqrt,5,2015-12-31,2023-05-31,2023-06-30,2024-11-30,0.07251009111995835,0.5261660978384528,-0.005167677207198402,0.270906432748538,18,0.18425653350388757
500,4,20,20,0.5,1,2015-12-31,2017-05-31,2017-06-30,2018-11-30,0.0637330835136588,0.47706968433591423,0.02512826242834771,0.23684210526315785,18,0.17184412261364326
500,4,20,20,0.5,2,2015-12-31,2018-11-30,2018-12-31,2020-05-31,0.09507715715647336,0.5207723815096548,-0.01753153641668672,0.21461988304093566,18,0.15587311983079208
500,4,20,20,0.5,3,2015-12-31,2020-05-31,2020-06-30,2021-11-30,0.09640582571523836,0.5397727272727273,-0.05736872663961028,0.2611111111111111,18,0.16572008754048412
500,4,20,20,0.5,4,2015-12-31,2021-11-30,2021-12-31,2023-05-31,0.08498933614611066,0.48696145124716556,0.06523228346299913,0.29166666666666663,18,0.1987858272192941
500,4,20,20,0.5,5,2015-12-31,2023-05-31,2023-06-30,2024-11-30,0.07278421372217983,0.5250284414106939,-0.014211966913432893,0.2679824561403509,18,0.1806897134584674
500,4,20,40,sqrt,1,2015-12-31,2017-05-31,2017-06-30,2018-11-30,0.0636993537529473,0.47409172126265636,0.027315058799064835,0.2426900584795322,18,0.17384875866954427
500,4,20,40,sqrt,2,2015-12-31,2018-11-30,2018-12-31,2020-05-31,0.09475297893966315,0.5552954944411936,-0.013562903947857717,0.24371345029239766,18,0.17401748471568085
500,4,20,40,sqrt,3,2015-12-31,2020-05-31,2020-06-30,2021-11-30,0.09467969602778953,0.5363636363636364,-0.050644936460474015,0.26388888888888895,18,0.168036665063162
500,4,20,40,sqrt,4,2015-12-31,2021-11-30,2021-12-31,2023-05-31,0.08488633920537794,0.4886621315192744,0.0587663577354299,0.28055555555555556,18,0.1936411923410812
500,4,20,40,sqrt,5,2015-12-31,2023-05-31,2023-06-30,2024-11-30,0.07251009111995835,0.5261660978384528,-0.005167677207198402,0.270906432748538,18,0.18425653350388757
500,4,20,40,0.5,1,2015-12-31,2017-05-31,2017-06-30,2018-11-30,0.0637330835136588,0.47706968433591423,0.02512826242834771,0.23684210526315785,18,0.17184412261364326
500,4,20,40,0.5,2,2015-12-31,2018-11-30,2018-12-31,2020-05-31,0.09507715715647336,0.5207723815096548,-0.01753153641668672,0.21461988304093566,18,0.15587311983079208
