date,n_stocks,n_top,n_bottom,top_avg_realized_return,all_avg_realized_return,bottom_avg_realized_return,top_minus_all,all_minus_bottom,top_minus_bottom,top_gt_all,bottom_lt_all,top_gt_bottom
2025-01-31,93,18,18,0.001981676170512834,0.00746467163062019,-0.003276938675132336,-0.005482995460107356,0.010741610305752526,0.00525861484564517,0.0,1.0,1.0
2025-02-28,93,18,18,-0.07234951853960021,-0.03238264672780464,-0.012067958116874585,-0.039966871811795576,-0.020314688610930054,-0.06028156042272563,0.0,0.0,0.0
2025-03-31,92,18,18,0.01524533065435038,0.023078520015776535,0.01488996567661069,-0.007833189361426154,0.008188554339165845,0.00035536497773969167,0.0,1.0,1.0
2025-04-30,92,18,18,0.11379616120824476,0.05700199914886116,0.019055204238908573,0.056794162059383604,0.037946794909952584,0.09474095696933618,1.0,1.0,1.0
2025-05-31,93,18,18,0.046743574833351925,0.0149968428080082,0.008384705803138706,0.03174673202534373,0.006612137004869494,0.03835886903021322,1.0,1.0,1.0
2025-06-30,94,18,18,-0.04023263468935768,0.020733771083650085,0.04365570258375798,-0.06096640577300776,-0.022921931500107892,-0.08388833727311565,0.0,0.0,0.0
2025-07-31,94,18,18,0.00982236805776866,-0.0022524091667620216,0.005411625413653836,0.01207477722453068,-0.007664034580415858,0.004410742644114824,1.0,0.0,1.0
2025-08-31,94,18,18,0.06922040429669313,0.029898289320032644,0.026688394170857378,0.03932211497666048,0.0032098951491752667,0.042532010125835754,1.0,1.0,1.0
2025-09-30,94,18,18,0.013844251430373147,0.030476688454233725,0.05208287063665561,-0.01663243702386058,-0.02160618218242188,-0.03823861920628246,0.0,0.0,0.0
2025-10-31,94,18,18,0.009310535297720607,-0.009374750649834998,-0.010619534003977079,0.018685285947555606,0.0012447833541420813,0.019930069301697686,1.0,1.0,1.0
2025-11-30,91,18,18,0.05444667236455526,0.022418505095901535,0.003343336249095417,0.03202816726865373,0.01907516884680612,0.05110333611545984,1.0,1.0,1.0
