date,ticker,in_predicted_top,in_actual_top,in_predicted_bottom,in_actual_bottom,y_pred,y_true
2025-01-31,AAF.L,0,0,0,0,0.007375198018915,-0.0124651799912378
2025-01-31,AAL.L,1,0,0,0,0.0125197905987322,-0.0186935404195907
2025-01-31,ABF.L,1,0,0,0,0.0121380536582762,-0.0036803409433641
2025-01-31,ADM.L,0,1,0,0,6.200428447320026e-05,0.0636330358482482
2025-01-31,ALW.L,0,0,1,1,-0.0077141071091557,-0.0482882715716921
2025-01-31,ANTO.L,1,0,0,0,0.0149150900125166,0.0049274920162114
2025-01-31,AUTO.L,0,0,0,0,-0.0064574110318948,-0.0187246629775372
2025-01-31,AV.L,0,1,1,0,-0.0076616841861043,0.0591439040223789
2025-01-31,AZN.L,0,0,0,0,-0.003764988176375,0.0551584913306602
2025-01-31,BA.L,0,1,0,0,0.0033381963886125,0.149101385343066
2025-01-31,BAB.L,0,1,0,0,0.0005360272055089,0.2462825017313377
2025-01-31,BARC.L,0,0,0,0,0.0060654716968283,0.0483348721203247
2025-01-31,BATS.L,0,0,0,0,-0.0037711526549801,-0.0344071700972136
2025-01-31,BBOX.L,0,0,0,0,-0.0009602930102313,0.0082135778994982
2025-01-31,BEZ.L,0,0,1,0,-0.0218290492078221,0.0459427657197086
2025-01-31,BKG.L,0,0,0,1,0.0080104863319356,-0.0726429712365618
2025-01-31,BLND.L,1,0,0,0,0.00975450055963,-0.0445388351086427
2025-01-31,BNZL.L,0,0,0,0,-0.0043648617781389,-0.0232018360996085
2025-01-31,BP.L,0,0,0,0,-0.0006645044182915,0.0200176208320481
2025-01-31,BRBY.L,1,0,0,1,0.0243246055363452,-0.0889261744966442
2025-01-31,BT-A.L,0,1,0,0,0.0064530147966756,0.1261452483917475
2025-01-31,BTRW.L,0,0,0,1,0.0077561350197851,-0.0632272200945108
2025-01-31,CCEP.L,0,1,0,0,0.0061515980938717,0.0656249551639942
2025-01-31,CCH.L,0,1,1,0,-0.0221419233796684,0.1957295840666708
2025-01-31,CNA.L,0,0,0,0,-0.0036426727062849,0.0491227449953211
2025-01-31,CPG.L,0,0,1,0,-0.0079333830077769,-0.0064493461369286
2025-01-31,CTEC.L,0,0,0,0,0.0040648730186596,0.0502023018990378
2025-01-31,DCC.L,0,0,0,0,-0.0022964138358882,-0.0428571802418391
2025-01-31,DPLM.L,0,0,1,0,-0.0076338229700664,-0.0123022371975695
2025-01-31,EDV.L,0,0,0,1,0.0079763515568657,-0.0602556030645954
2025-01-31,ENT.L,1,1,0,0,0.0290729436849761,0.0563101154723317
2025-01-31,EXPN.L,0,0,0,1,0.0022991624069748,-0.0606438670020034
2025-01-31,EZJ.L,1,0,0,0,0.0160356703388229,-0.0122645825665982
2025-01-31,FCIT.L,0,0,0,0,-0.0018131748665909,-0.0353536334539765
2025-01-31,FRES.L,1,1,0,0,0.0137466465443315,0.0668103673308013
2025-01-31,GAW.L,0,0,0,0,0.0085543265713441,-0.0178571428571433
2025-01-31,GSK.L,0,0,0,0,-0.0010177417957879,0.0438884387041007
2025-01-31,HIK.L,0,0,1,1,-0.0101061404115463,-0.0575917318677295
2025-01-31,HLMA.L,0,0,1,1,-0.0248602535976691,-0.0798554115712147
2025-01-31,HLN.L,0,1,0,0,-0.0044657706794515,0.0632505161392869
2025-01-31,HSBA.L,0,1,0,0,-0.0053594649674692,0.1039374400315638
2025-01-31,HSX.L,0,1,0,0,0.0032800700277092,0.0850870683184419
2025-01-31,HWDN.L,0,0,0,1,-0.0063515632566984,-0.0578915510527326
2025-01-31,ICG.L,0,0,0,0,0.0060256457745291,-0.0371307910778017
2025-01-31,IHG.L,0,0,1,1,-0.0116907863564983,-0.0824399700158808
2025-01-31,III.L,0,0,0,0,-0.0020401756559563,0.0135758635080351
2025-01-31,IMI.L,0,0,1,0,-0.0145015783666953,-0.0049701976269519
2025-01-31,INF.L,0,0,1,0,-0.0289721840789493,-0.0085410847024658
2025-01-31,ITRK.L,0,0,1,0,-0.0184110993138614,0.0048923890435268
2025-01-31,JD.L,1,0,0,1,0.0338068154257813,-0.1241023475545883
2025-01-31,KGF.L,1,0,0,0,0.0117659586124112,0.0020308865887954
2025-01-31,LAND.L,0,0,0,0,0.0003698819620749,-0.0348852335649277
2025-01-31,LGEN.L,0,0,1,0,-0.0064653547746896,0.0099049958171388
2025-01-31,LLOY.L,0,1,1,0,-0.0134915102210032,0.1706769355219461
2025-01-31,LMP.L,0,0,0,0,-0.0013746488809234,2.220446049250313e-16
2025-01-31,LSEG.L,0,0,0,0,-0.0056274861518377,-0.0157872754460886
2025-01-31,MKS.L,1,1,0,0,0.0151310373899769,0.0565814113137008
2025-01-31,MNDI.L,0,0,0,0,0.0010319954012092,-0.0277227399007539
2025-01-31,MNG.L,0,0,0,0,-0.0028978691629477,0.0148680943036858
2025-01-31,MRO.L,0,0,0,0,0.0050870697970109,0.0453357611803002
2025-01-31,NG.L,0,0,0,0,0.0001481790450677,-0.0048988710435509
2025-01-31,NWG.L,0,1,0,0,0.0021819620350725,0.1055184110307425
2025-01-31,NXT.L,0,0,0,0,0.0034663683603536,0.007335177190209
2025-01-31,PCT.L,0,0,1,1,-0.0374259498176279,-0.1066666666666666
2025-01-31,PRU.L,1,1,0,0,0.0103881348336401,0.0725449998618046
2025-01-31,PSH.L,0,0,0,0,0.0031245870854118,-0.0060350207759642
2025-01-31,PSN.L,1,0,0,1,0.0097609285278049,-0.0481831930050971
2025-01-31,PSON.L,0,0,0,0,0.0072660670841233,0.0141526043118744
2025-01-31,REL.L,0,0,1,1,-0.0087682882901363,-0.0514285922283269
2025-01-31,RIO.L,0,0,0,0,0.0048584968091552,-0.0198323890052272
2025-01-31,RKT.L,0,0,0,0,0.0059964165938108,-0.0168854589928907
2025-01-31,RMV.L,1,0,0,0,0.015074548144147,0.002390131029518
2025-01-31,RR.L,0,1,0,0,0.0060778510081246,0.2277228740051597
2025-01-31,RTO.L,1,0,0,0,0.0106813698521433,-0.002005976973868
2025-01-31,SBRY.L,0,0,0,0,0.0041924132284122,0.0165095340537766
2025-01-31,SDLF.L,0,0,0,0,-0.0060410812139152,-0.0086124347070101
2025-01-31,SDR.L,0,0,0,0,0.0052764464851051,0.0423728564960148
2025-01-31,SGE.L,0,0,1,1,-0.015791299190883,-0.061572594066939
2025-01-31,SGRO.L,0,0,0,0,0.0039495147767254,-0.0183997263191191
2025-01-31,SHEL.L,0,0,0,0,0.0008783065583525,-0.0157657897964614
2025-01-31,SMIN.L,0,0,1,0,-0.0315766187503332,-0.0251693666913866
