months_evaluated,mean_top_avg_return,mean_all_avg_return,mean_bottom_avg_return,mean_top_minus_all,mean_all_minus_bottom,mean_top_minus_bottom,pct_months_top_gt_all,pct_months_bottom_lt_all,pct_months_top_gt_bottom
11,0.02016625646223753,0.014732680092062038,0.013413397634244926,0.00543357637017549,0.0013192824578171117,0.006752858827992603,0.5454545454545454,0.6363636363636364,0.7272727272727273
