months_evaluated,mean_top_avg_return,mean_all_avg_return,mean_bottom_avg_return,mean_top_minus_all,mean_all_minus_bottom,mean_top_minus_bottom,pct_months_top_gt_all,pct_months_bottom_lt_all,pct_months_top_gt_bottom
11,0.02942727684733637,0.01473267969351396,0.013304601017371848,0.014694597153822408,0.0014280786761421095,0.016122675829964517,0.6363636363636364,0.5454545454545454,0.7272727272727273
